Cruise,Bottle Number,Sample Type,Depth [m],Sample Volume [m^3],Sample Time,Filter Diameter [mm],Filter Pore Size [um],Parameter Name,Parameter Value,Parameter Units,Laboratory,Researcher,Analysis Method,Comment Name,Comment Value
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,POD1951_podoplea_A650,0.062,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,SAB1182_sabellariidae_A650,0.442,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,CRAB903_brachyura_A650,0.055,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,OS1022_polychaeta_A650,0.070,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,SPI1181_spionidae_A650,0.055,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,B1006_barnacles_A450,0.120,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,M2B_mussels_A450,0.079,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,GCRAB_Carcinus_A450,0.064,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,CAL903_calanoida_A450,0.075,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,CAL1939_calanoida_A450,3.657,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,POD1951_podoplea_A450,0.083,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,SAB1182_sabellariidae_A450,0.880,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,CRAB903_brachyura_A450,0.059,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,OS1022_polychaeta_A450,0.082,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c16,NetTow,vertical net tow,20,9.12,NaN,,200 µm,SPI1181_spionidae_A450,0.053,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,B1006_barnacles_A650,0.056,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,M2B_mussels_A650,0.042,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,GCRAB_Carcinus_A650,0.041,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,CAL903_calanoida_A650,0.041,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,CAL1939_calanoida_A650,0.509,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,POD1951_podoplea_A650,0.043,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,SAB1182_sabellariidae_A650,0.118,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,CRAB903_brachyura_A650,0.047,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,OS1022_polychaeta_A650,0.053,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,SPI1181_spionidae_A650,0.045,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,B1006_barnacles_A450,0.093,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,M2B_mussels_A450,0.065,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,GCRAB_Carcinus_A450,0.062,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,CAL903_calanoida_A450,0.063,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,CAL1939_calanoida_A450,1.043,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,POD1951_podoplea_A450,0.070,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,SAB1182_sabellariidae_A450,0.222,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,CRAB903_brachyura_A450,0.065,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,OS1022_polychaeta_A450,0.075,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c17,NetTow,vertical net tow,30,12.96,NaN,,200 µm,SPI1181_spionidae_A450,0.059,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,B1006_barnacles_A650,0.058,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,M2B_mussels_A650,0.030,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,GCRAB_Carcinus_A650,0.031,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,CAL903_calanoida_A650,0.056,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,CAL1939_calanoida_A650,0.626,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,POD1951_podoplea_A650,0.072,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,SAB1182_sabellariidae_A650,0.047,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,CRAB903_brachyura_A650,0.040,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,OS1022_polychaeta_A650,0.084,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,SPI1181_spionidae_A650,0.035,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,B1006_barnacles_A450,0.117,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,M2B_mussels_A450,0.094,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,GCRAB_Carcinus_A450,0.081,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,CAL903_calanoida_A450,0.093,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,CAL1939_calanoida_A450,1.292,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,POD1951_podoplea_A450,0.151,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,SAB1182_sabellariidae_A450,0.073,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,CRAB903_brachyura_A450,0.059,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,OS1022_polychaeta_A450,0.157,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c18,NetTow,vertical net tow,25,14.04,NaN,,200 µm,SPI1181_spionidae_A450,0.055,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,B1006_barnacles_A650,0.061,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,M2B_mussels_A650,0.048,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,GCRAB_Carcinus_A650,0.036,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,CAL903_calanoida_A650,0.191,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,CAL1939_calanoida_A650,2.131,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,POD1951_podoplea_A650,0.051,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,SAB1182_sabellariidae_A650,0.222,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,CRAB903_brachyura_A650,0.054,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,OS1022_polychaeta_A650,0.142,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,SPI1181_spionidae_A650,0.044,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,B1006_barnacles_A450,0.090,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,M2B_mussels_A450,0.063,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,GCRAB_Carcinus_A450,0.060,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,CAL903_calanoida_A450,0.397,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,POD1951_podoplea_A450,0.132,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,SAB1182_sabellariidae_A450,0.432,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,CRAB903_brachyura_A450,0.082,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,OS1022_polychaeta_A450,0.268,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c19,NetTow,vertical net tow,12,6.64,8:24 AM,,200 µm,SPI1181_spionidae_A450,0.054,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,B1006_barnacles_A650,0.217,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,M2B_mussels_A650,0.085,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,GCRAB_Carcinus_A650,0.067,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,CAL903_calanoida_A650,2.144,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,POD1951_podoplea_A650,0.147,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,SAB1182_sabellariidae_A650,0.442,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,CRAB903_brachyura_A650,0.049,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,OS1022_polychaeta_A650,0.825,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,SPI1181_spionidae_A650,0.046,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,B1006_barnacles_A450,0.402,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,M2B_mussels_A450,0.115,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,GCRAB_Carcinus_A450,0.073,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,CAL903_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,POD1951_podoplea_A450,0.238,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,SAB1182_sabellariidae_A450,0.895,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,CRAB903_brachyura_A450,0.062,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,OS1022_polychaeta_A450,1.673,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c20,NetTow,vertical net tow,35,12.96,11:14 AM,,200 µm,SPI1181_spionidae_A450,0.058,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,B1006_barnacles_A650,0.357,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,M2B_mussels_A650,0.069,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,GCRAB_Carcinus_A650,0.051,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,CAL903_calanoida_A650,0.463,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,CAL1939_calanoida_A650,3.025,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,POD1951_podoplea_A650,0.309,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,SAB1182_sabellariidae_A650,2.790,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,CRAB903_brachyura_A650,0.057,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,OS1022_polychaeta_A650,0.326,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,SPI1181_spionidae_A650,0.044,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,B1006_barnacles_A450,0.722,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,M2B_mussels_A450,0.123,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,GCRAB_Carcinus_A450,0.083,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,CAL903_calanoida_A450,0.932,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,POD1951_podoplea_A450,0.626,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,SAB1182_sabellariidae_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,CRAB903_brachyura_A450,0.091,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,OS1022_polychaeta_A450,0.654,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c21,NetTow,vertical net tow,32,14.04,1:26 PM,,200 µm,SPI1181_spionidae_A450,0.058,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,B1006_barnacles_A650,0.111,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,M2B_mussels_A650,0.096,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,CAL903_calanoida_A650,0.245,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,CAL1939_calanoida_A650,1.793,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,POD1951_podoplea_A650,0.169,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,OS1022_polychaeta_A650,0.252,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,SAB1182_sabellariidae_A650,0.807,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,SPI1181_spionidae_A650,0.038,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,TUNI931_tunicata_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,ECHI1712_echinoidea_A650,0.150,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,BRAC2467_brachyura_A650,0.035,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,ANOM2380_anomura_A650,0.042,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,B1006_barnacles_A450,0.204,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,M2B_mussels_A450,0.167,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,CAL903_calanoida_A450,0.479,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,CAL1939_calanoida_A450,3.340,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,POD1951_podoplea_A450,0.323,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,OS1022_polychaeta_A450,0.496,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,SAB1182_sabellariidae_A450,1.678,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,SPI1181_spionidae_A450,0.041,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,TUNI931_tunicata_A450,3.929,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,ECHI1712_echinoidea_A450,0.258,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,BRAC2467_brachyura_A450,0.020,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c22,NetTow,vertical net tow,16,7.01,3:40 PM,,200 µm,ANOM2380_anomura_A450,0.057,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,B1006_barnacles_A650,0.059,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,M2B_mussels_A650,0.069,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,CAL903_calanoida_A650,0.081,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,CAL1939_calanoida_A650,0.634,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,POD1951_podoplea_A650,0.113,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,OS1022_polychaeta_A650,0.167,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,SAB1182_sabellariidae_A650,0.234,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,SPI1181_spionidae_A650,0.036,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,TUNI931_tunicata_A650,1.506,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,ECHI1712_echinoidea_A650,0.086,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c23,NetTow,vertical net tow,14,6.64,7:45 AM,,200 µm,BRAC2467_brachyura_A650,0.037,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
